mode,n_features,max_depth,learning_rate,n_estimators,rmse_percentual_train,mape_train,rmse_percentual_test,mape_test,processing_time
Calendar,1,9,0.1,700,20.297132740780864,18.005504122425908,21.1220473496669,18.877868767657226,0.39143560000002253
Calendar,1,9,1e-05,1000,21.901051250812845,19.04176694479185,22.454197235715966,19.863185412646704,0.48654179999994085
Calendar,1,9,0.0001,1000,21.645088501521652,18.870153155364275,22.218890575161964,19.700558045563973,0.4720846000000165
Calendar,1,9,0.001,1000,20.526071150893028,18.158289474688083,21.244313202927184,19.00258735386951,0.48753350000015416
Calendar,1,9,0.01,1000,20.29713274694779,18.005483046625944,21.12202213655959,18.877830385685204,0.4955583000000843
Calendar,1,9,0.1,1000,20.297132740780864,18.005504122425908,21.1220473496669,18.877868767657226,0.4718861999999717
Calendar,1,12,1e-05,50,21.930604705389804,19.06185497455691,22.48160010316195,19.88210996976017,0.06914570000026288
Calendar,1,12,0.0001,50,21.916530446351597,19.05230341815646,22.468583352877843,19.873154699755073,0.07148969999980181
Calendar,1,12,0.001,50,21.78186911200995,18.96152121571491,22.344368630248635,19.787543358025232,0.07663890000003448
Calendar,1,12,0.01,50,20.910746107367462,18.395612178600153,21.562512103867615,19.23943643226645,0.07228170000007594
Calendar,1,12,0.1,50,20.297178180054928,18.00589184707085,21.120594384435286,18.877562581554542,0.07154480000008334
Calendar,1,12,1e-05,100,21.929023075601446,19.060796152542586,22.48013880047459,19.88111811757515,0.09751969999979337
Calendar,1,12,0.0001,100,21.901001941714267,19.041778972270055,22.454229354138768,19.863286934133225,0.10137759999997797
Calendar,1,12,0.001,100,21.64495899160289,18.87003519467602,22.218754251678018,19.7004288011198,0.10241159999986849
Calendar,1,12,0.01,100,20.523975659467382,18.156910291340928,21.242683594812647,19.00119711008032,0.10039520000009361
Calendar,1,12,0.1,100,20.29713274195169,18.00550817448531,21.12204201653109,18.87787071690005,0.09752010000011069
Calendar,1,12,1e-05,200,21.92586186395054,19.05867971082099,22.47721832858762,19.879136257183944,0.15888230000018666
Calendar,1,12,0.0001,200,21.87040301453349,19.02111862108725,22.42596741460244,19.84378685482065,0.1590022999998837
Calendar,1,12,0.001,200,21.40693401023317,18.712817566027738,22.002286386048734,19.550359484729142,0.1375065000001996
Calendar,1,12,0.01,200,20.32770299701366,18.030838409456386,21.11358838867266,18.887142560392096,0.1532486000000972
Calendar,1,12,0.1,200,20.297132740780864,18.005504122425908,21.1220473496669,18.877868767657226,0.14319709999972474
Calendar,1,12,1e-05,300,21.92270338385164,19.056563920068644,22.474300702275013,19.87715534836704,0.20130610000023808
Calendar,1,12,0.0001,300,21.840361418526566,19.000876663573006,22.39825061197018,19.82467908056675,0.18658959999993385
Calendar,1,12,0.001,300,21.21006443764842,18.58499430248585,21.82554079280424,19.42732368412542,0.20076669999980368
