mode,n_features,max_depth,n_estimators,rmse_percentual_train,mape_train,rmse_percentual_test,mape_test,processing_time
Fourier Ramps,2,6,700,11.234972408588986,9.79630341859888,13.959884914648745,11.428621126244082,3.6935095000080764
Fourier Ramps,2,6,1000,11.237512262603968,9.798853666947403,14.063274805883825,11.505648702505871,5.1341289998963475
Fourier Ramps,2,9,50,9.690514112938445,8.599522883883344,14.269440150582314,11.636448725670965,0.3856311999261379
Fourier Ramps,2,9,100,9.67755868606959,8.58764886776601,14.118247395013059,11.4418859175215,0.7533183000050485
Fourier Ramps,2,9,200,9.673091672361542,8.582153495399538,14.193411564504547,11.603884935013362,1.5809775998350233
Fourier Ramps,2,9,300,9.680380854599079,8.587450189676789,14.262378959559035,11.585945474583012,2.2356187000405043
Fourier Ramps,2,9,400,9.67973517999821,8.59042794096743,14.264998502456336,11.61737725733267,3.1141037999186665
Fourier Ramps,2,9,500,9.676282131611046,8.58884966500597,14.318248754696077,11.619785687226884,3.6922753998078406
Fourier Ramps,2,9,700,9.67595518993249,8.587960805936689,14.24237387999707,11.558976955812854,4.940670699812472
Fourier Ramps,2,9,1000,9.677062121640754,8.587730921517203,14.229196801377189,11.578906395355087,7.070814099861309
Fourier Ramps,2,12,50,7.48619893330637,6.531545709585791,13.953969122319828,11.26950591020434,0.48997490014880896
Fourier Ramps,2,12,100,7.47120192275696,6.5252992880225165,14.027906960560133,11.395080335280916,1.0308628000784665
Fourier Ramps,2,12,200,7.451316188273737,6.50703578556017,14.083609887218394,11.458620234023536,1.9390241999644786
Fourier Ramps,2,12,300,7.448444760471769,6.500856882404314,14.167002826519866,11.461725443542504,2.8031548000872135
Fourier Ramps,2,12,400,7.453643838002702,6.506905939295817,14.18417073228644,11.474995746645131,3.6945799000095576
Fourier Ramps,2,12,500,7.449514999459166,6.505697656033418,14.144929341278583,11.461871006029117,4.4758680001832545
Fourier Ramps,2,12,700,7.448877972632996,6.50270971491824,14.062152269128072,11.4009831455468,6.329189999960363
Fourier Ramps,2,12,1000,7.454383443562259,6.507596813746824,14.171457409076321,11.48894160316416,9.184642200125381
Fourier Ramps,2,15,50,5.018983917284719,4.140294072110176,14.072901308775467,11.38427640476143,0.6395711998920888
Fourier Ramps,2,15,100,4.969838764784751,4.093976489231424,14.02898473734238,11.365058050571292,1.3805829000193626
Fourier Ramps,2,15,200,4.961173336633739,4.09197725061516,13.964598509924846,11.314573684435937,2.525928100105375
Fourier Ramps,2,15,300,4.955530200886803,4.101057643371366,14.082470982142445,11.37790983140447,3.514541800133884
Fourier Ramps,2,15,400,4.958398680939089,4.095615441229549,14.088250670334448,11.424040871190188,4.756315399892628
Fourier Ramps,2,15,500,4.941989786830035,4.08934819362841,14.076125484665264,11.389970673893549,6.197896900121123
Fourier Ramps,2,15,700,4.9467595098531305,4.085795720650228,14.046640270500529,11.403769124690713,8.047353700036183
Fourier Ramps,2,15,1000,4.949360547548451,4.093020614685412,14.088971712365419,11.388139999961524,11.245973499957472
Fourier Ramps,2,20,50,1.9760213848587753,1.469313205698183,13.834206261883041,11.144203181207752,0.8131472999230027
Fourier Ramps,2,20,100,1.9641879289430284,1.4790745748471905,14.091307962352301,11.402318919015789,1.6668257000856102
Fourier Ramps,2,20,200,1.940971764242251,1.4582806248555018,14.203822196862745,11.475698835022852,3.163680899888277
Fourier Ramps,2,20,300,1.9425816081323501,1.4663972855992218,14.118329205102237,11.343645006183946,4.26940770004876
Fourier Ramps,2,20,400,1.918925688851334,1.4500256762999275,13.919913496005437,11.264812452496093,5.931093699997291
Fourier Ramps,2,20,500,1.9449749336966788,1.4661763682321598,14.1019774664544,11.3643090824564,7.797920499928296
