mode,n_features,layers,learning_rate,epochs,batch_size,rmse_percentual_train,mape_train,rmse_percentual_test,mape_test,processing_time
Calendar,3,"[50, 50]",1e-05,5,2048,42.81736684919601,39.16625702034446,50.301357571764974,48.048883964898806,3.058384299976751
Calendar,3,"[50, 50]",5e-05,5,2048,40.470940434236205,36.60598878834909,48.22913464774668,45.86338677162183,2.99177049996797
Calendar,3,"[50, 50]",0.0001,5,2048,37.66162023098353,33.545623440167525,45.735455326489415,43.241129055550786,2.9418012999230996
Calendar,3,"[50, 50]",0.0005,5,2048,14.831138185181642,12.369296408967141,19.64079912058355,15.680829043784792,2.9319345999974757
Calendar,3,"[50, 50]",1e-05,10,256,31.599143736774458,26.878622905831406,40.26815144333209,37.41418306672328,15.239997899974696
Calendar,3,"[50, 50]",5e-05,10,256,13.37755623688526,11.069549771284528,18.911364913601393,15.288589756747156,17.840162199921906
Calendar,3,"[50, 50]",0.0001,10,256,11.938332679142835,9.817473640086686,17.557303551317073,14.422157174507557,15.679857799899764
Calendar,3,"[50, 50]",0.0005,10,256,10.731977192395272,8.77486802746173,16.48574145585637,13.806306883409194,16.501696700113826
Calendar,3,"[50, 50]",1e-05,10,512,38.90883249364404,34.99659385233389,46.856068536115025,44.48402719068709,9.418442799942568
Calendar,3,"[50, 50]",5e-05,10,512,16.161775304067184,13.230584819571064,22.220871519458893,17.834218491095836,9.338731299969368
Calendar,3,"[50, 50]",0.0001,10,512,13.754845799676552,11.388724366585508,19.279826369489474,15.463061265552394,9.885374000063166
Calendar,3,"[50, 50]",0.0005,10,512,11.454757557998613,9.400349411189918,16.906977884839943,13.97484733882938,9.435590700013563
Calendar,3,"[50, 50]",1e-05,10,1024,40.029141217485886,36.060833471221684,47.83194461189795,45.39908854445285,7.004604000016116
Calendar,3,"[50, 50]",5e-05,10,1024,27.264985525336375,22.259601407934355,36.21172707632447,32.977327979299,6.968711800058372
Calendar,3,"[50, 50]",0.0001,10,1024,15.83086647174295,12.972463908448168,21.801020453597758,17.524804898141944,6.92569329997059
Calendar,3,"[50, 50]",0.0005,10,1024,11.752234206430055,9.641906991693235,17.246748034873384,14.211348558814423,7.045495700091124
Calendar,3,"[50, 50]",1e-05,10,2048,41.36753450164258,37.537036505211674,49.01828989927101,46.66040630491102,4.7448736999649554
Calendar,3,"[50, 50]",5e-05,10,2048,35.41566802466501,31.049423547270028,43.72353825563428,41.08453113147987,4.746860600076616
Calendar,3,"[50, 50]",0.0001,10,2048,29.58438884582061,24.779630735536763,38.427059765624065,35.49747581477101,4.641889499966055
Calendar,3,"[50, 50]",0.0005,10,2048,12.94485334413837,10.747281837994842,18.428403233100976,14.862764001471232,4.668824399937876
Calendar,3,"[50, 50]",1e-05,15,256,25.775810777808932,20.759413272305483,34.76287067206244,31.367437002994166,21.721834999974817
Calendar,3,"[50, 50]",5e-05,15,256,12.291469592861848,10.130458011168503,18.000017528410467,14.700079698364355,22.782736800028943
Calendar,3,"[50, 50]",0.0001,15,256,11.643273065098748,9.544962506017358,17.18890395589282,14.17987798236908,21.64724960003514
Calendar,3,"[50, 50]",0.0005,15,256,9.863216739162914,8.000669669015407,16.17257579962079,14.089255078017437,21.252616800018586
Calendar,3,"[50, 50]",1e-05,15,512,36.007568028589525,31.748204260596168,44.259859041154655,41.692573965404186,13.607246600091457
Calendar,3,"[50, 50]",5e-05,15,512,14.408260832417914,11.923275380829871,19.84792975525302,15.924560397739656,13.100619700038806
Calendar,3,"[50, 50]",0.0001,15,512,12.164819055410415,9.997343783875849,17.844150570949996,14.66346904229534,12.881492599961348
Calendar,3,"[50, 50]",0.0005,15,512,11.088601489902846,9.090853912193545,16.513686998544507,13.736255894184676,12.67119849997107
Calendar,3,"[50, 50]",1e-05,15,1024,39.524480897897796,35.62473811597065,47.397646567968295,45.02299121264956,9.896277000079863
Calendar,3,"[50, 50]",5e-05,15,1024,19.528628314171094,15.253556205512059,27.914074781151736,23.55778761863602,9.543558200006373
Calendar,3,"[50, 50]",0.0001,15,1024,14.48501608891274,11.982555810269924,19.915113873772682,15.920908656515365,9.485654399963096
Calendar,3,"[50, 50]",0.0005,15,1024,11.54230510974733,9.494343054469423,16.859052680263268,13.870026845470246,9.565517399925739
Calendar,3,"[50, 50]",1e-05,15,2048,40.85468877180025,37.03529808018464,48.571229448891216,46.230192076790324,6.150628600036725
Calendar,3,"[50, 50]",5e-05,15,2048,32.404629883617204,27.982046227728112,41.04900631562404,38.417951555602635,6.1970106000080705
Calendar,3,"[50, 50]",0.0001,15,2048,18.32240263733024,14.330114981277852,27.067058137203876,23.22488711457483,6.2739060000749305
Calendar,3,"[50, 50]",0.0005,15,2048,12.015583154601275,9.917232971839491,17.631239465290978,14.392270171104766,6.145104399998672
Calendar,3,"[50, 50]",1e-05,20,256,17.59149685909961,13.856307028686867,25.63756406823543,21.36386366345518,28.49717879993841
Calendar,3,"[50, 50]",5e-05,20,256,11.843859092254307,9.727624883901623,17.44261703970918,14.35912779740234,27.42403049999848
Calendar,3,"[50, 50]",0.0001,20,256,11.473202486379517,9.411840630812751,16.940295034141798,13.9966156557256,26.99684120004531
Calendar,3,"[50, 50]",0.0005,20,256,9.807042411508226,7.9688691416748725,16.143037046432838,14.120463546398115,27.205891799996607
Calendar,3,"[50, 50]",1e-05,20,512,31.63960721360433,27.18619368788983,40.361318609202236,37.71800375134418,16.829953100066632
Calendar,3,"[50, 50]",5e-05,20,512,13.406807628668323,11.116434313808062,18.933240911027504,15.23688044286288,16.373840400017798
Calendar,3,"[50, 50]",0.0001,20,512,11.822792974250577,9.679766352786238,17.529541449789612,14.493486528968951,16.2697332999669
Calendar,3,"[50, 50]",0.0005,20,512,10.588189877635982,8.62396133193317,16.504571495113318,13.92915701591917,17.20379080006387
Calendar,3,"[50, 50]",1e-05,20,1024,38.689338009274316,34.54980741343054,46.6349553969919,44.10500419633806,11.887571000028402
Calendar,3,"[50, 50]",5e-05,20,1024,16.13433979603912,13.242173389300953,22.273151208656653,18.018113642777088,11.783879399998114
Calendar,3,"[50, 50]",0.0001,20,1024,13.841248391528124,11.47932644180022,19.26801716540036,15.469537020683067,12.050096199964173
Calendar,3,"[50, 50]",0.0005,20,1024,11.420386093540534,9.362950368226509,16.919841268102278,13.999373163149603,12.090827899985015
Calendar,3,"[50, 50]",1e-05,20,2048,40.09810856541844,36.23729493787696,47.9057690605777,45.54691790840388,21.594685999909416
Calendar,3,"[50, 50]",5e-05,20,2048,25.242623530280774,20.323413926984504,34.2800673063419,30.92310087015949,9.364002499962226
Calendar,3,"[50, 50]",0.0001,20,2048,15.098629764247654,12.352373792946702,21.130734279594712,16.9996626971498,9.426270499941893
Calendar,3,"[50, 50]",0.0005,20,2048,11.690247322841113,9.586351076847656,17.269543266583675,14.25203398456959,9.452171799959615
Calendar,3,"[50, 50, 100]",1e-05,5,256,38.338102384669746,34.31998288093968,46.33790512547599,43.90530629771384,16.662788999965414
Calendar,3,"[50, 50, 100]",5e-05,5,256,14.212824803376174,11.886836986332995,19.384108621579326,15.36394600441363,16.360564099974
Calendar,3,"[50, 50, 100]",0.0001,5,256,12.16255872617277,10.099433323619355,17.505838454213006,14.17487104903671,16.543308099964634
Calendar,3,"[50, 50, 100]",0.0005,5,256,11.427110080651685,9.38254324343768,16.826735282372745,13.91329630453301,16.341598500031978
Calendar,3,"[50, 50, 100]",1e-05,5,512,40.89139117183889,37.05783187960118,48.598280101224915,46.248748666627066,10.7874407999916
Calendar,3,"[50, 50, 100]",5e-05,5,512,20.703394916402726,16.17450532071594,29.774181292394154,26.151212484298387,10.774549699970521
Calendar,3,"[50, 50, 100]",0.0001,5,512,14.156090360157812,11.825449238788412,19.352784796553635,15.355867138179224,10.785489200032316
Calendar,3,"[50, 50, 100]",0.0005,5,512,11.628739624711237,9.55022560540974,17.023568087177125,14.00998850172794,10.767543299938552
Calendar,3,"[50, 50, 100]",1e-05,5,1024,41.883183286061815,38.13378104126255,49.476017185441414,47.16783458006814,7.814891600050032
Calendar,3,"[50, 50, 100]",5e-05,5,1024,36.14909826392002,31.908443328035123,44.380748091265964,41.8314779878922,7.699121200013906
Calendar,3,"[50, 50, 100]",0.0001,5,1024,22.165902400772477,17.389554494466726,31.223446962722576,27.60084556800415,7.71218300005421
Calendar,3,"[50, 50, 100]",0.0005,5,1024,12.139734307946664,10.054841167404643,17.8050913315722,14.430587840060873,7.9739693000447005
Calendar,3,"[50, 50, 100]",1e-05,5,2048,42.35484837799885,38.64758229702616,49.893049411707366,47.60653213458406,5.589977699914016
Calendar,3,"[50, 50, 100]",5e-05,5,2048,40.214102552513296,36.33333203277079,47.999989009823594,45.62919403837257,5.316684000077657
Calendar,3,"[50, 50, 100]",0.0001,5,2048,36.654104914945215,32.4100160572151,44.82618899713558,42.26394984057524,5.335148600046523
Calendar,3,"[50, 50, 100]",0.0005,5,2048,14.145815030047164,11.894192338212612,19.059599793814456,15.04379511773973,5.371250700089149
Calendar,3,"[50, 50, 100]",1e-05,10,256,28.33563265502978,23.36064221349521,37.22906263949458,34.1236059125566,29.075541500002146
Calendar,3,"[50, 50, 100]",5e-05,10,256,12.246779195797933,10.202043822285088,17.601472866506793,14.171086391979776,28.587327599991113
Calendar,3,"[50, 50, 100]",0.0001,10,256,11.691447846027318,9.597923472716937,17.22030841268923,14.167903089906137,29.178612899966538
Calendar,3,"[50, 50, 100]",0.0005,10,256,10.07024777325512,8.121699308320132,16.3748710985096,14.161177310024058,29.272651999955997
Calendar,3,"[50, 50, 100]",1e-05,10,512,38.01809368710124,33.943313325653655,46.04966614158468,43.58270775167577,18.46159990003798
Calendar,3,"[50, 50, 100]",5e-05,10,512,14.191195792453454,11.834969352706217,19.42189134584933,15.436951083015432,18.371467599994503
Calendar,3,"[50, 50, 100]",0.0001,10,512,12.379732069196173,10.301959939046103,17.796121550975588,14.327857008453385,18.204357300070114
Calendar,3,"[50, 50, 100]",0.0005,10,512,11.309201277060648,9.262184432143517,16.870107721511538,14.005751674057842,18.216474000015296
Calendar,3,"[50, 50, 100]",1e-05,10,1024,40.921579376601954,37.098880509860244,48.626484116953065,46.283428895422,12.834787599975243
Calendar,3,"[50, 50, 100]",5e-05,10,1024,19.62755640601286,15.26806713830067,28.619228493352296,24.902864784976373,12.586992199998349
Calendar,3,"[50, 50, 100]",0.0001,10,1024,14.231422232001544,11.885576554626947,19.438271734979544,15.433599242680678,12.54911100002937
Calendar,3,"[50, 50, 100]",0.0005,10,1024,11.628411914946891,9.534535596432216,17.183442632181947,14.170667266718247,12.607741299900226
Calendar,3,"[50, 50, 100]",1e-05,10,2048,41.751147023236086,38.00156164848152,49.36093896154998,47.05455404788818,8.671074400073849
Calendar,3,"[50, 50, 100]",5e-05,10,2048,36.0468278486105,31.79702903785856,44.291161410172585,41.73558272057798,8.713437700062059
Calendar,3,"[50, 50, 100]",0.0001,10,2048,20.727910539493,16.201036585067435,29.855984352210573,26.327080176804873,8.676120099960826
Calendar,3,"[50, 50, 100]",0.0005,10,2048,12.053395270676933,10.015027758698935,17.49166087153475,14.149177755348862,8.673941599903628
Calendar,3,"[50, 50, 100]",1e-05,15,256,17.585194188255763,13.921796493559391,25.385737513081295,20.91939809571528,40.38349919999018
Calendar,3,"[50, 50, 100]",5e-05,15,256,11.741793746441669,9.658908093812073,17.203348436771073,14.124907781406229,39.99749569990672
Calendar,3,"[50, 50, 100]",0.0001,15,256,11.569539598155925,9.505033974664592,16.9727780498092,13.984124427682026,39.117802800028585
Calendar,3,"[50, 50, 100]",0.0005,15,256,9.841904876702802,8.064277569108937,15.581637309937028,13.52762407587579,39.208139099995606
Calendar,3,"[50, 50, 100]",1e-05,15,512,34.22050608526384,29.857523491245708,42.6617321601061,40.056894238128514,24.92931929999031
Calendar,3,"[50, 50, 100]",5e-05,15,512,12.952214520603686,10.816984103815743,18.278174550808792,14.586017329459686,24.606427100021392
Calendar,3,"[50, 50, 100]",0.0001,15,512,11.735283284015344,9.629918162585707,17.326522740677905,14.260297568776409,24.527837499976158
Calendar,3,"[50, 50, 100]",0.0005,15,512,10.5918392279995,8.681513990764941,15.912817045775265,13.376433436558631,25.89077879989054
Calendar,3,"[50, 50, 100]",1e-05,15,1024,39.621251386256375,35.68041395088357,47.47272187197197,45.070977468049946,17.202181400032714
Calendar,3,"[50, 50, 100]",5e-05,15,1024,15.105304682590633,12.561855196752223,20.41474204205577,16.204651905645118,17.83002930006478
Calendar,3,"[50, 50, 100]",0.0001,15,1024,13.029611366311867,10.8960242675271,18.31146692014855,14.58938344449934,17.160338500048965
Calendar,3,"[50, 50, 100]",0.0005,15,1024,11.491160600784118,9.391928623674872,17.224319837579728,14.2925852114207,17.507614200003445
Calendar,3,"[50, 50, 100]",1e-05,15,2048,41.47428904545114,37.697145516359214,49.11453394681907,46.79437301742737,12.00682200002484
Calendar,3,"[50, 50, 100]",5e-05,15,2048,28.080977198306513,23.131746863739714,37.003842397615756,33.9226392343479,11.94502649991773
Calendar,3,"[50, 50, 100]",0.0001,15,2048,14.694899407839795,12.283779544065089,19.831481452198688,15.633872828538786,12.014276599977165
Calendar,3,"[50, 50, 100]",0.0005,15,2048,11.720253866411786,9.634567574029184,17.17792658142842,14.118687719925735,11.866431400063448
Calendar,3,"[50, 50, 100]",1e-05,20,256,15.474796279733932,12.86921872323861,20.750711308334846,16.393459548051815,52.3207825999707
Calendar,3,"[50, 50, 100]",5e-05,20,256,11.6887403971934,9.61850115784055,16.96378477815415,13.922196556249448,51.50089379993733
Calendar,3,"[50, 50, 100]",0.0001,20,256,11.46805504655079,9.409464785288819,16.881096348606153,13.949490189869895,52.135756699950434
Calendar,3,"[50, 50, 100]",0.0005,20,256,9.699393293933113,7.888787570720879,15.917049659543778,13.981313707247732,51.728906900039874
Calendar,3,"[50, 50, 100]",1e-05,20,512,27.64637316383985,22.828828290298066,36.65710289736783,33.71127417133161,34.09474660002161
Calendar,3,"[50, 50, 100]",5e-05,20,512,12.209306043250596,10.13130716397914,17.735164248870777,14.332842184946944,33.148062599939294
Calendar,3,"[50, 50, 100]",0.0001,20,512,11.650913550765864,9.585044287046978,16.94258180960987,13.912142282060232,34.154822399956174
Calendar,3,"[50, 50, 100]",0.0005,20,512,9.957843582709236,8.07887885071023,16.38292801270195,14.194874128582976,32.83370900002774
Calendar,3,"[50, 50, 100]",1e-05,20,1024,38.13907195476882,34.08672120800576,46.159507433421446,43.70558389408446,23.075229799957015
Calendar,3,"[50, 50, 100]",5e-05,20,1024,13.817627716957121,11.52977838587097,19.055454444457148,15.187901039205961,22.612553099985234
Calendar,3,"[50, 50, 100]",0.0001,20,1024,12.283735221824271,10.183993311602313,17.76004517675665,14.36967010666463,23.2117000001017
Calendar,3,"[50, 50, 100]",0.0005,20,1024,11.365246961590527,9.35033866158208,16.584985764277853,13.698514798155806,22.901034499984235
Calendar,3,"[50, 50, 100]",1e-05,20,2048,40.72410002087773,36.86791122533621,48.449196067984175,46.08667197751613,15.701466199941933
Calendar,3,"[50, 50, 100]",5e-05,20,2048,19.88315318855209,15.50401758356624,28.80551108338207,24.993201183121315,16.576958899968304
Calendar,3,"[50, 50, 100]",0.0001,20,2048,14.273353659523767,11.918449823990937,19.439271193075736,15.451404382506324,15.578343999921344
Calendar,3,"[50, 50, 100]",0.0005,20,2048,11.631543867616939,9.584886580842568,16.749065065642817,13.741057295352046,15.573371700011194
Calendar,3,"[50, 100, 50]",1e-05,5,256,38.11375326271815,34.0190487165203,46.132927979839046,43.648182543645966,15.17221009999048
Calendar,3,"[50, 100, 50]",5e-05,5,256,13.954357224759452,11.63349838544461,19.181074357449724,15.30683037634955,15.424946799990721
Calendar,3,"[50, 100, 50]",0.0001,5,256,12.426789637600697,10.299815032982806,17.874419040978214,14.485831921331238,14.886661800090224
Calendar,3,"[50, 100, 50]",0.0005,5,256,11.474761718483249,9.355067546759226,17.43511361442487,14.525503090229563,14.693079399992712
Calendar,3,"[50, 100, 50]",1e-05,5,512,40.91100340344963,37.09901005581266,48.61936549794957,46.28346355879521,10.052965800045058
Calendar,3,"[50, 100, 50]",5e-05,5,512,18.956201165378797,14.869426578047056,27.45138074303277,23.28259729419808,9.88064970006235
Calendar,3,"[50, 100, 50]",0.0001,5,512,14.043312376569007,11.686631662529612,19.341071690597598,15.426312744575046,10.003028800012544
Calendar,3,"[50, 100, 50]",0.0005,5,512,11.640032529368852,9.551917462582521,17.156036189372873,14.143860052310094,10.0242697999347
Calendar,3,"[50, 100, 50]",1e-05,5,1024,41.86613648031109,38.123295620584585,49.46261231351124,47.158542419031704,7.414415700011887
Calendar,3,"[50, 100, 50]",5e-05,5,1024,36.5670692827797,32.367177215631656,44.759457502403194,42.22714450154834,7.354541599983349
Calendar,3,"[50, 100, 50]",0.0001,5,1024,20.41692652575707,15.928199234304621,29.39444248370388,25.633900246105444,7.269542600028217
Calendar,3,"[50, 100, 50]",0.0005,5,1024,12.10980115404824,10.031484662628436,17.670647485009678,14.341267131507454,7.257225100067444
Calendar,3,"[50, 100, 50]",1e-05,5,2048,42.49389336111892,38.797504936788,50.015578776663745,47.73455301664578,5.49290439998731
Calendar,3,"[50, 100, 50]",5e-05,5,2048,40.569827377310034,36.72241383041099,48.31635674241987,45.96170915865782,5.511856900062412
Calendar,3,"[50, 100, 50]",0.0001,5,2048,36.151797846901566,31.915168282407695,44.38683232763858,41.83754760548505,5.788273200043477
Calendar,3,"[50, 100, 50]",0.0005,5,2048,13.190808241178177,11.063003548035073,18.254297387236377,14.495377518853193,5.715089800069109
Calendar,3,"[50, 100, 50]",1e-05,10,256,26.82925915264342,22.06534489286219,35.914553510165355,32.97983698025799,28.671350899967365
Calendar,3,"[50, 100, 50]",5e-05,10,256,12.2013192492378,10.096896487779203,17.68425932547597,14.385013640337501,29.660756999976
Calendar,3,"[50, 100, 50]",0.0001,10,256,11.61816512200491,9.559072830314612,16.809970714146573,13.809219536408287,29.046637600054964
Calendar,3,"[50, 100, 50]",0.0005,10,256,10.14168564265247,8.108914754462866,17.132914075612508,14.927223570026399,29.430583200068213
Calendar,3,"[50, 100, 50]",1e-05,10,512,38.29672294994607,34.27422869650199,46.303412799258226,43.866240268919555,18.321854699985124
Calendar,3,"[50, 100, 50]",5e-05,10,512,14.857748025437136,12.39750068994246,19.996105186295217,15.941074192197027,18.454794300021604
Calendar,3,"[50, 100, 50]",0.0001,10,512,11.936730082324404,9.814323886640734,17.616634064759197,14.455311594486856,18.718121999991126
Calendar,3,"[50, 100, 50]",0.0005,10,512,11.342039738067678,9.298546017871463,16.748993085236386,13.886631248581574,18.319037500070408
Calendar,3,"[50, 100, 50]",1e-05,10,1024,41.15509325098828,37.3562396394516,48.83414311866342,46.50345546330328,12.848110399907455
Calendar,3,"[50, 100, 50]",5e-05,10,1024,18.743041291532688,14.61552113727151,27.352646520883997,23.281855962069976,13.33263740001712
Calendar,3,"[50, 100, 50]",0.0001,10,1024,14.883798427847015,12.402181198453267,20.068671049203143,15.96594561684879,12.90731310006231
Calendar,3,"[50, 100, 50]",0.0005,10,1024,11.611263568688663,9.553278116633383,16.887157184043275,13.881809644524829,13.227779500070028
Calendar,3,"[50, 100, 50]",1e-05,10,2048,41.98336948706257,38.2409826122921,49.56420518635331,47.25945744429847,9.275902000023052
Calendar,3,"[50, 100, 50]",5e-05,10,2048,35.795028283496165,31.528935159893116,44.06926113743004,41.50373035346,9.672788099967875
Calendar,3,"[50, 100, 50]",0.0001,10,2048,19.69800589692123,15.305894686215145,28.660511946549757,24.89714265618502,9.355645600007847
Calendar,3,"[50, 100, 50]",0.0005,10,2048,12.271686221984057,10.20874566866634,17.66967535565132,14.253016441092203,9.283126800088212
Calendar,3,"[50, 100, 50]",1e-05,15,256,15.637965609056526,12.631504976326745,22.61908793463087,18.449391310837033,48.34774150000885
Calendar,3,"[50, 100, 50]",5e-05,15,256,11.789462302069355,9.671866868184207,17.45791450573135,14.371795122819753,44.98181519994978
Calendar,3,"[50, 100, 50]",0.0001,15,256,11.53949906804685,9.476974597126315,16.941874246604783,13.963707581108558,46.467638900037855
Calendar,3,"[50, 100, 50]",0.0005,15,256,9.873839328696189,7.9604656009071375,16.791663981640347,14.754716276635572,45.551871399977244
Calendar,3,"[50, 100, 50]",1e-05,15,512,33.836692014568044,29.437731029504683,42.31759987806405,39.68955111537512,39.32016030000523
Calendar,3,"[50, 100, 50]",5e-05,15,512,12.90434317638981,10.74543674992026,18.325495302408918,14.693680670714402,39.080182300065644
Calendar,3,"[50, 100, 50]",0.0001,15,512,11.786939313489334,9.67511007668161,17.453017220029366,14.372273020304572,38.95977990003303
Calendar,3,"[50, 100, 50]",0.0005,15,512,10.6414097867239,8.726152430571695,16.076362917719425,13.477496957505513,38.43691119994037
Calendar,3,"[50, 100, 50]",1e-05,15,1024,39.416636791615026,35.455863858243646,47.293160003099615,44.87938240242811,25.768586600082926
Calendar,3,"[50, 100, 50]",5e-05,15,1024,14.804989895519698,12.333989275752598,20.031688640512538,15.939834799373894,25.147318599978462
Calendar,3,"[50, 100, 50]",0.0001,15,1024,12.990320824310368,10.79912397331759,18.34675699272062,14.756333788034764,25.428519599954598
Calendar,3,"[50, 100, 50]",0.0005,15,1024,11.437403995540766,9.398447187760704,16.790803422700467,13.867653381672154,24.69351689994801
Calendar,3,"[50, 100, 50]",1e-05,15,2048,41.411650035412144,37.62747934859051,49.060501509548104,46.73537511265533,15.71013280004263
Calendar,3,"[50, 100, 50]",5e-05,15,2048,29.429156467273913,24.560511601003235,38.263061004464426,35.279838800354064,16.059198700007983
Calendar,3,"[50, 100, 50]",0.0001,15,2048,15.455658127846885,12.855109824809727,20.64615306942682,16.426719306653464,15.412928699981421
Calendar,3,"[50, 100, 50]",0.0005,15,2048,11.711902443374148,9.616344461577329,17.197298614147652,14.16480875634658,15.387553100008518
Calendar,3,"[50, 100, 50]",1e-05,20,256,14.442193706148798,11.994511526537078,19.801415499843646,15.84085517416802,79.0601099000778
Calendar,3,"[50, 100, 50]",5e-05,20,256,11.66878546885604,9.599703664351505,16.94708460039582,13.918698458736007,80.52790469990578
Calendar,3,"[50, 100, 50]",0.0001,20,256,11.366884667707792,9.310388589249055,16.94657069814874,14.053480347848652,81.84270290005952
Calendar,3,"[50, 100, 50]",0.0005,20,256,9.75434327654223,7.935459696487604,16.08989552365952,14.095776113188077,81.41430099995341
Calendar,3,"[50, 100, 50]",1e-05,20,512,27.21516186317647,22.30375080737778,36.20653241952093,33.102531193616805,52.352521300083026
Calendar,3,"[50, 100, 50]",5e-05,20,512,12.23039461892755,10.13955575222852,17.65569270617277,14.32028062291763,51.71548500005156
Calendar,3,"[50, 100, 50]",0.0001,20,512,11.644950588848467,9.544764854564052,17.281245283022788,14.274494209573183,50.765030800015666
Calendar,3,"[50, 100, 50]",0.0005,20,512,9.887978124712138,8.029753386944476,16.2469548825399,14.108497226665959,49.60438049992081
Calendar,3,"[50, 100, 50]",1e-05,20,1024,37.745078691594884,33.71600255515789,45.819140707427394,43.386838258420624,31.093492099898867
Calendar,3,"[50, 100, 50]",5e-05,20,1024,13.989977647327924,11.63398156530153,19.293535760137395,15.414140345843297,30.530088900006376
Calendar,3,"[50, 100, 50]",0.0001,20,1024,12.214100369596286,10.079411367720056,17.81732634418022,14.538115525061423,30.812182000023313
Calendar,3,"[50, 100, 50]",0.0005,20,1024,11.373889344235174,9.304470942486686,17.0459925784382,14.166026259194153,31.19620110001415
Calendar,3,"[50, 100, 50]",1e-05,20,2048,40.77506188350644,36.957511484792406,48.49993854960897,46.162414919106695,19.71980929991696
Calendar,3,"[50, 100, 50]",5e-05,20,2048,17.879816869690718,14.06009227451106,26.19633137816407,22.035805797683466,20.15981099999044
Calendar,3,"[50, 100, 50]",0.0001,20,2048,13.760620504782738,11.43262474618092,19.12047754352458,15.317748826269845,19.4051728999475
Calendar,3,"[50, 100, 50]",0.0005,20,2048,11.62915672664478,9.546875004290072,17.086305133541508,14.073205447954768,19.565675399964675
Calendar,3,"[100, 50, 50]",1e-05,5,256,37.966663180964254,33.873718799078794,46.00436874295501,43.52318230414095,21.290462899953127
Calendar,3,"[100, 50, 50]",5e-05,5,256,14.338557892582884,11.89738345149795,19.64371971690151,15.668865146455923,21.25759910000488
Calendar,3,"[100, 50, 50]",0.0001,5,256,12.242309741902037,10.09771549619218,17.87554420503046,14.583525800480274,20.837486899923533
Calendar,3,"[100, 50, 50]",0.0005,5,256,11.42266147893978,9.343815323232667,17.08808459163233,14.173889761622751,20.8208504000213
Calendar,3,"[100, 50, 50]",1e-05,5,512,40.94208628887081,37.1247242485747,48.646058166677655,46.30558765588673,12.962061599944718
Calendar,3,"[100, 50, 50]",5e-05,5,512,22.869186426799157,18.116556620627268,31.978143427067973,28.505756815364318,13.14614419999998
Calendar,3,"[100, 50, 50]",0.0001,5,512,14.676621657510491,12.160540310944326,20.058354326887123,16.041380413727975,12.927686000009999
Calendar,3,"[100, 50, 50]",0.0005,5,512,11.631534474784893,9.538942918220558,17.124036763423337,14.117107946563245,12.856465899967588
Calendar,3,"[100, 50, 50]",1e-05,5,1024,42.09502593609382,38.36436165388939,49.663244352040515,47.36461552437107,8.701845200033858
Calendar,3,"[100, 50, 50]",5e-05,5,1024,36.87492881100991,32.66646159956156,45.028045629342785,42.48487472172586,8.642265800037421
Calendar,3,"[100, 50, 50]",0.0001,5,1024,22.055418830883717,17.31326790710537,31.001018873465114,27.18649830236052,8.511251399992034
Calendar,3,"[100, 50, 50]",0.0005,5,1024,12.114645380522488,10.010664341090012,17.656003494682302,14.380876716306776,8.620018199901097
Calendar,3,"[100, 50, 50]",1e-05,5,2048,42.44603829857253,38.75258195693151,49.974239002129714,47.695986753493294,6.009580099955201
Calendar,3,"[100, 50, 50]",5e-05,5,2048,40.74859839515832,36.90499587336793,48.47297248488285,46.11806759614211,6.16460559994448
Calendar,3,"[100, 50, 50]",0.0001,5,2048,36.8845375760087,32.71544078033494,45.04243905617107,42.52708788320286,5.98284969991073
Calendar,3,"[100, 50, 50]",0.0005,5,2048,14.503504238493397,12.102536525471896,19.693075328874926,15.585711503512917,6.153084399993531
Calendar,3,"[100, 50, 50]",1e-05,10,256,28.260126186896116,23.319609746669034,37.17294484888225,34.08454653301383,37.7448876000708
Calendar,3,"[100, 50, 50]",5e-05,10,256,12.324388653814367,10.18961811290167,17.96141156724947,14.591269853347208,38.069458800018765
Calendar,3,"[100, 50, 50]",0.0001,10,256,11.712537373897154,9.646073705380182,16.90008124403844,13.859420803578498,37.52294609998353
Calendar,3,"[100, 50, 50]",0.0005,10,256,10.219009664351999,8.116462890921353,17.581054314565552,15.376032558109918,38.02172339998651
Calendar,3,"[100, 50, 50]",1e-05,10,512,39.007818922657684,35.03090463196708,46.93237279381379,44.514783307356076,23.11077709996607
Calendar,3,"[100, 50, 50]",5e-05,10,512,14.108977103747614,11.689610792117309,19.507087535707875,15.64039962714845,23.058387099998072
Calendar,3,"[100, 50, 50]",0.0001,10,512,12.159884550824014,10.041553639045334,17.779650124102464,14.484133092925003,23.082938499981537
Calendar,3,"[100, 50, 50]",0.0005,10,512,11.354185109431564,9.292856299724992,16.95103680067199,14.079860671847163,23.13361579994671
Calendar,3,"[100, 50, 50]",1e-05,10,1024,41.07328202323521,37.26467317814279,48.76112641884451,46.42518076404207,15.098826000001281
Calendar,3,"[100, 50, 50]",5e-05,10,1024,20.21173854690746,15.76950262467625,29.072573723888357,25.163191172651757,15.45431619998999
Calendar,3,"[100, 50, 50]",0.0001,10,1024,14.797179062909114,12.290392855616398,20.06454901702788,16.059913783125392,14.938313500024378
Calendar,3,"[100, 50, 50]",0.0005,10,1024,11.595299845178474,9.550802371036191,16.726919318664446,13.73382485902454,14.996139000053518
